Blood-ID,Sample,Sample pt,Band,Treatment,Box,Pair ID,Date,Numeric Date,Time,Numeric time,Tarsus,Mass,Cp Telomere,Mean Cp T,Cp CV T,Efficiency T,Et^CpT(C)-CpT(S),Et_CV,Cp GAPDH,Cp Mean R,Cp CV R,Efficiency R,ER^(CpR(S)-CpR(C)),Er_CV,RTL,RTLave,RTLcv,qPCR Plate,Drop Duplicate,Sex,NOx,Fledged,Recruit,Size rank,Brood size
LAN-1,Tel 2,15,58V87809,LAN,K32,1,28/04/17,28,11:33:00,11.55,17.92,15.2,12.44,,,2.076969342,2.046828636,,24.94,,,2.002186402,0.647977137,,1.32629816,,,1,0,F,0.0037,1,0,3,8
LAN-5,Tel 2,15,58V87810,LAN,K32,1,28/04/17,28,12:04:00,12.06666667,19.06,15.8,13.71,13.605,0.010914548,2.076969342,0.808993952,0.108321981,26.6,26.565,0.001863259,2.018534361,1.711404432,0.034758623,1.384515835,1.460637329,0.073702107,1,0,M,,1,1,2,8
LAN-5,Tel 2,15,58V87810,LAN,K32,1,28/04/17,28,12:04:00,12.06666667,19.06,15.8,13.5,,,2.076969342,0.943203911,,26.53,,,2.018534361,1.62929649,,1.536758823,,,1,0,M,,1,1,2,8
LAN-4,Tel 2,15,58V87811,LAN,K32,1,28/04/17,28,11:55:00,11.91666667,18.03,14.4,13.18,13.295,0.012232761,2.097833555,0.660401764,0.120206039,26.69,26.68,0.000530065,2.002186402,2.183697973,0.009817875,1.442117993,1.320758063,0.129947235,1,0,F,0.0025,1,0,6,8
LAN-4,Tel 2,15,58V87811,LAN,K32,1,28/04/17,28,11:55:00,11.91666667,18.03,14.4,13.41,,,2.097833555,0.556930353,,26.67,,,2.002186402,2.153587297,,1.199398134,,,1,0,F,0.0025,1,0,6,8
LAN-2,Tel 2,15,58V87812,LAN,K32,1,28/04/17,28,11:45:00,11.75,18.59,17,12.67,12.575,0.01068392,2.076969342,1.730105411,0.098040426,25.33,25.45,0.006668198,2.018534361,0.70138544,0.118914974,1.213470744,1.431860297,0.215698045,1,0,M,0.0023,1,0,1,8
LAN-2,Tel 2,15,58V87812,LAN,K32,1,28/04/17,28,11:45:00,11.75,18.59,17,12.48,,,2.076969342,1.98785307,,25.57,,,2.018534361,0.830166915,,1.65024985,,,1,0,M,0.0023,1,0,1,8
LAN-7,Tel 2,15,58V87813,LAN,K32,1,28/04/17,28,12:13:00,12.21666667,19.55,15.1,12.14,12.225,0.009832978,2.076969342,2.548651826,0.087748447,24.67,24.615,0.003159933,2.002186402,0.5372216,0.053972955,1.369190811,1.244746733,0.141386595,1,0,M,,1,1,4,8
LAN-7,Tel 2,15,58V87813,LAN,K32,1,28/04/17,28,12:13:00,12.21666667,19.55,15.1,12.31,,,2.076969342,2.250854362,,24.56,,,2.002186402,0.497723298,,1.120302656,,,1,0,M,,1,1,4,8
LAN-6,Tel 2,15,58V87814,LAN,K32,1,28/04/17,28,12:09:00,12.15,18.95,15,11.89,11.965,0.00886469,2.017152285,2.844858323,0.074356488,24.95,25.02,0.003956633,2.002186402,0.652491304,0.068672181,1.856245316,1.848795226,0.005698856,2,0,F,0.0024,1,0,5,8
LAN-6,Tel 2,15,58V87814,LAN,K32,1,28/04/17,28,12:09:00,12.15,18.95,15,12.04,,,2.017152285,2.560647751,,25.09,,,2.002186402,0.719093493,,1.841345136,,,2,0,F,0.0024,1,0,5,8
LAN-8,Tel 2,15,58V87815,LAN,K32,1,28/04/17,28,12:18:00,12.3,18.76,14.1,12.74,12.67,0.007813335,2.097833555,0.914929175,0.073280179,25.22,25.16,0.003372528,2.018534361,0.649236264,0.059562957,0.594005199,0.599836059,0.013747223,1,0,F,,1,0,7,8
LAN-8,Tel 2,15,58V87815,LAN,K32,1,28/04/17,28,12:18:00,12.3,18.76,14.1,12.6,,,2.097833555,1.014928436,,25.1,,,2.018534361,0.596758251,,0.605666918,,,1,0,F,,1,0,7,8
LAN-3,Tel 2,15,58V87816,LAN,K32,1,28/04/17,28,11:51:00,11.85,17.43,13.1,12.93,12.875,0.006041301,2.007917687,1.165746443,0.054194963,25.93,25.765,0.009056675,2.002186402,1.28839534,0.161292691,1.501942285,1.395776758,0.107567867,3,0,F,0.0074,1,0,8,8
LAN-3,Tel 2,15,58V87816,LAN,K32,1,28/04/17,28,11:51:00,11.85,17.43,13.1,12.82,,,2.007917687,1.258653387,,25.6,,,2.002186402,1.024596004,,1.289611231,,,3,0,F,0.0074,1,0,8,8
CTR-92,Tel 1,8,59V66803,CTR,K34,14,28/04/17,28,08:40:00,8.666666667,13.18,8.3,13.28,13.18,0.010729997,1.97540797,1.161567618,0.096127659,26.46,26.385,0.004019936,2.051129172,1.411746259,0.076123168,1.639838739,1.663455239,0.020077952,3,0,M,0.0033,1,0,6,8
CTR-92,Tel 1,8,59V66803,CTR,K34,14,28/04/17,28,08:40:00,8.666666667,13.18,8.3,13.08,,,1.97540797,1.330993261,,26.31,,,2.051129172,1.267528385,,1.687071739,,,3,0,M,0.0033,1,0,6,8
CTR-93,Tel 1,8,59V66804,CTR,K34,14,28/04/17,28,08:42:00,8.7,13.3,8.8,12.46,12.465,0.000567274,2.097833555,1.125857342,0.005238967,25.6,25.555,0.0024903,2.018534361,0.847845082,0.044683782,0.954552611,0.92200885,0.049916906,1,0,M,0.003,1,0,5,8
CTR-93,Tel 1,8,59V66804,CTR,K34,14,28/04/17,28,08:42:00,8.7,13.3,8.8,12.47,,,2.097833555,1.117546632,,25.51,,,2.018534361,0.795908701,,0.889465088,,,1,0,M,0.003,1,0,5,8
CTR-94,Tel 1,8,59V66805,CTR,K34,14,28/04/17,28,08:44:00,8.733333333,14.8,9.7,13.97,13.905,0.006610851,2.017152285,0.661004133,0.064457081,25.77,25.845,0.004103928,2.002186402,1.152944559,0.073568777,0.762101118,0.844310032,0.137699371,2,0,M,0.003,1,0,2,8
CTR-94,Tel 1,8,59V66805,CTR,K34,14,28/04/17,28,08:44:00,8.733333333,14.8,9.7,13.84,,,2.017152285,0.724136109,,25.92,,,2.002186402,1.279481763,,0.926518946,,,2,0,M,0.003,1,0,2,8
CTR-95,Tel 1,8,59V66806,CTR,K34,14,28/04/17,28,08:47:00,8.783333333,13.52,9.4,12.5,12.58,0.008993409,2.097833555,1.092980776,0.083725825,25.8,25.695,0.00577904,2.018534361,0.975716692,0.104108197,1.066439587,0.941882783,0.187018943,1,0,F,0.0059,1,1,4,8
CTR-95,Tel 1,8,59V66806,CTR,K34,14,28/04/17,28,08:47:00,8.783333333,13.52,9.4,12.66,,,2.097833555,0.970798639,,25.59,,,2.018534361,0.841910923,,0.817325978,,,1,0,F,0.0059,1,1,4,8
CTR-96,Tel 1,8,59V66807,CTR,K34,14,28/04/17,28,08:48:00,8.8,14.33,10.4,13.55,13.395,0.016364547,1.97540797,0.966534053,0.148676576,26.57,26.625,0.00292138,2.051129172,1.527832967,0.055848604,1.47670259,1.725166609,0.203679566,3,0,F,0.0049,1,0,1,8
CTR-96,Tel 1,8,59V66807,CTR,K34,14,28/04/17,28,08:48:00,8.8,14.33,10.4,13.24,,,1.97540797,1.193632866,,26.68,,,2.051129172,1.653465387,,1.973630629,,,3,0,F,0.0049,1,0,1,8
CTR-97,Tel 1,8,59V66808,CTR,K34,14,28/04/17,28,08:50:00,8.833333333,12.9,8,11.88,11.95,0.008284096,2.007917687,2.423747085,0.068954481,25.82,25.975,0.008439003,2.051129172,0.891417423,0.156825794,2.16057038,2.304540028,0.08834901,3,0,F,0.0026,1,0,7,8
CTR-97,Tel 1,8,59V66808,CTR,K34,14,28/04/17,28,08:50:00,8.833333333,12.9,8,12.02,,,2.007917687,2.19838055,,26.13,,,2.051129172,1.113778812,,2.448509676,,,3,0,F,0.0026,1,0,7,8
CTR-98,Tel 1,8,59V66809,CTR,K34,14,28/04/17,28,08:52:00,8.866666667,13.84,9.4,13.31,13.285,0.002661298,2.076969342,1.083720552,0.025838688,27.02,26.85,0.008954052,1.970580571,2.004283039,0.162362116,2.172082721,1.980490896,0.136810403,2,0,F,0.0043,1,0,3,8
CTR-98,Tel 1,8,59V66809,CTR,K34,14,28/04/17,28,08:52:00,8.866666667,13.84,9.4,13.26,,,2.076969342,1.12405824,,26.68,,,1.970580571,1.591464753,,1.78889907,,,2,0,F,0.0043,1,0,3,8
CTR-99,Tel 1,8,59V66810,CTR,K34,14,28/04/17,28,08:54:00,8.9,11.99,7,12.27,12.27,0,2.017152285,2.179013606,0,25.1,25.08,0.001127762,1.970580571,0.544926834,0.019184842,1.187402985,1.171510586,0.019184842,2,0,F,0.004,1,0,8,8
CTR-99,Tel 1,8,59V66810,CTR,K34,14,28/04/17,28,08:54:00,8.9,11.99,7,12.27,,,2.017152285,2.179013606,,25.06,,,1.970580571,0.530340051,,1.155618188,,,2,0,F,0.004,1,0,8,8
CTR-72,Tel 2,15,59V66803,CTR,K34,14,05/05/17,35,10:17:00,10.28333333,19.24,16.7,13.85,13.845,0.000510731,2.017152285,0.719072727,0.004961654,27.14,27.19,0.002600613,1.970580571,2.174254387,0.047946664,1.563447032,1.62420426,0.052902026,2,0,M,0.0033,1,0,2,8
CTR-72,Tel 2,15,59V66803,CTR,K34,14,05/05/17,35,10:17:00,10.28333333,19.24,16.7,13.84,,,2.017152285,0.724136109,,27.24,,,1.970580571,2.326857432,,1.684961487,,,2,0,M,0.0033,1,0,2,8
CTR-78,Tel 2,15,59V66804,CTR,K34,14,05/05/17,35,10:43:00,10.71666667,18.47,15.4,13.11,12.935,0.019133156,2.097833555,0.695556152,0.182344005,25.79,25.78,0.00054857,2.018534361,0.968887546,0.009932872,0.673915693,0.767578357,0.17256741,1,0,M,0.003,1,0,6,8
CTR-78,Tel 2,15,59V66804,CTR,K34,14,05/05/17,35,10:43:00,10.71666667,18.47,15.4,12.76,,,2.097833555,0.901471614,,25.77,,,2.018534361,0.955372312,,0.86124102,,,1,0,M,0.003,1,0,6,8
CTR-77,Tel 2,15,59V66805,CTR,K34,14,05/05/17,35,10:39:00,10.65,19.66,15.9,15.29,15.23,0.005571426,2.017152285,0.261787622,0.059504942,27.76,27.765,0.000254676,1.970580571,3.310996768,0.004796486,0.866777971,0.908059718,0.064292253,2,0,M,0.003,1,0,4,8
CTR-77,Tel 2,15,59V66805,CTR,K34,14,05/05/17,35,10:39:00,10.65,19.66,15.9,15.17,,,2.017152285,0.28478542,,27.77,,,1.970580571,3.33353254,,0.949341464,,,2,0,M,0.003,1,0,4,8
CTR-79,Tel 2,15,59V66806,CTR,K34,14,05/05/17,35,10:47:00,10.78333333,18.62,15.6,12.16,12.21,0.00579121,2.076969342,2.511666126,0.05166013,24.83,24.855,0.001422464,2.018534361,0.493672201,0.024830037,1.239939744,1.216839368,0.026847312,1,0,F,0.0059,1,1,5,8
CTR-79,Tel 2,15,59V66806,CTR,K34,14,05/05/17,35,10:47:00,10.78333333,18.62,15.6,12.26,,,2.076969342,2.334634504,,24.88,,,2.018534361,0.511317292,,1.193738992,,,1,0,F,0.0059,1,1,5,8
CTR-73,Tel 2,15,59V66807,CTR,K34,14,05/05/17,35,10:22:00,10.36666667,18.07,17,11.98,11.88,0.011904155,2.076969342,2.864833087,0.103182575,25.66,25.665,0.000275514,1.970580571,0.796729585,0.004796486,2.282497277,2.471127955,0.107952347,2,0,F,0.0049,1,0,1,8
CTR-73,Tel 2,15,59V66807,CTR,K34,14,05/05/17,35,10:22:00,10.36666667,18.07,17,11.78,,,2.076969342,3.315777201,,25.67,,,1.970580571,0.802152398,,2.659758633,,,2,0,F,0.0049,1,0,1,8
CTR-75,Tel 2,15,59V66808,CTR,K34,14,05/05/17,35,10:29:00,10.48333333,18.58,15.3,12.29,12.13,0.018654095,2.017152285,2.14864748,0.158109846,25.1,25.125,0.001407178,1.970580571,0.544926834,0.023980225,1.170855668,1.343515544,0.181745526,2,0,F,0.0026,1,0,7,8
CTR-75,Tel 2,15,59V66808,CTR,K34,14,05/05/17,35,10:29:00,10.48333333,18.58,15.3,11.97,,,2.017152285,2.689561925,,25.15,,,1.970580571,0.56372579,,1.516175421,,,2,0,F,0.0026,1,0,7,8
CTR-74,Tel 2,15,59V66809,CTR,K34,14,05/05/17,35,10:26:00,10.43333333,18.41,16.4,12.19,12.03,0.018809158,2.097833555,1.375186315,0.166866781,25.41,25.425,0.000834344,2.018534361,0.741924372,0.014899002,1.020284243,1.17054506,0.181540116,1,0,F,0.0043,1,0,3,8
CTR-74,Tel 2,15,59V66809,CTR,K34,14,05/05/17,35,10:26:00,10.43333333,18.41,16.4,11.87,,,2.097833555,1.743123953,,25.44,,,2.018534361,0.75772344,,1.320805877,,,1,0,F,0.0043,1,0,3,8
CTR-76,Tel 2,15,59V66810,CTR,K34,14,05/05/17,35,10:35:00,10.58333333,17.65,14.6,13.71,13.745,0.003601126,2.097833555,0.445932967,0.036664717,25.85,25.89,0.002184957,2.018534361,1.01059127,0.039721692,0.450655963,0.451632928,0.003059203,1,0,F,0.004,1,0,8,8
CTR-76,Tel 2,15,59V66810,CTR,K34,14,05/05/17,35,10:35:00,10.58333333,17.65,14.6,13.78,,,2.097833555,0.423394886,,25.93,,,2.018534361,1.069001794,,0.452609892,,,1,0,F,0.004,1,0,8,8
CTR-52,Tel 1,8,59V66722,CTR,K36,8,25/04/17,25,09:57:00,9.95,16.05,11.7,13.84,13.835,0.0005111,2.076969342,0.735663762,0.00516829,26.93,27.095,0.008612114,2.018534361,2.157816853,0.163165261,1.587427665,1.801805855,0.168262604,1,0,F,0.0026,1,0,5,10
CTR-52,Tel 1,8,59V66722,CTR,K36,8,25/04/17,25,09:57:00,9.95,16.05,11.7,13.83,,,2.076969342,0.741060499,,27.26,,,2.018534361,2.720674018,,2.016184046,,,1,0,F,0.0026,1,0,5,10
CTR-53,Tel 1,8,59V66723,CTR,K36,8,25/04/17,25,09:59:00,9.983333333,14.37,9.9,13.47,13.335,0.014317123,1.97540797,1.02063323,0.129608052,25.77,25.72,0.002749249,2.002186402,1.152944559,0.049070459,1.176733529,1.248034158,0.080794517,3,0,F,0.0051,1,0,10,10
CTR-53,Tel 1,8,59V66723,CTR,K36,8,25/04/17,25,09:59:00,9.983333333,14.37,9.9,13.2,,,1.97540797,1.22658328,,25.67,,,2.002186402,1.075617782,,1.319334787,,,3,0,F,0.0051,1,0,10,10
CTR-54,Tel 1,8,59V66724,CTR,K36,8,25/04/17,25,10:00:00,10,16.09,11.5,12.27,12.39,0.013696984,2.007917687,1.846785247,0.118026316,26.1,26.045,0.002986437,2.051129172,1.090031783,0.055848604,2.013054617,1.793296443,0.173303745,3,0,,0.0028,1,0,7,10
CTR-54,Tel 1,8,59V66724,CTR,K36,8,25/04/17,25,10:00:00,10,16.09,11.5,12.51,,,2.007917687,1.562274627,,25.99,,,2.051129172,1.007209771,,1.573538269,,,3,0,,0.0028,1,0,7,10
CTR-55,Tel 1,8,59V66725,CTR,K36,8,25/04/17,25,10:02:00,10.03333333,16.2,11.5,12.21,12.12,0.010501586,2.017152285,2.272711258,0.089191605,25.06,25.1,0.002253727,2.002186402,0.704271678,0.039262041,1.600606171,1.760207117,0.128229127,2,0,M,0.0017,1,1,6,10
CTR-55,Tel 1,8,59V66725,CTR,K36,8,25/04/17,25,10:02:00,10.03333333,16.2,11.5,12.03,,,2.017152285,2.578678664,,25.14,,,2.002186402,0.744492941,,1.919808062,,,2,0,M,0.0017,1,1,6,10
CTR-56,Tel 1,8,59V66726,CTR,K36,8,25/04/17,25,10:04:00,10.06666667,16.61,11.4,12.26,12.595,0.037615049,2.097833555,1.30568246,0.343977655,25.67,25.7,0.001650833,2.018534361,0.890571998,0.029794697,1.162804238,0.950543039,0.315801235,1,0,F,0.002,1,0,8,10
CTR-56,Tel 1,8,59V66726,CTR,K36,8,25/04/17,25,10:04:00,10.06666667,16.61,11.4,12.93,,,2.097833555,0.794787414,,25.73,,,2.018534361,0.928904795,,0.73828184,,,1,0,F,0.002,1,0,8,10
CTR-57,Tel 1,8,59V66727,CTR,K36,8,25/04/17,25,10:08:00,10.13333333,17.06,12.4,12.42,12.58,0.017986818,2.097833555,1.159722827,0.166866781,25.16,25.165,0.000280988,2.018534361,0.622444453,0.004966497,0.721863041,0.647684833,0.161967399,1,0,F,,1,0,2,10
CTR-57,Tel 1,8,59V66727,CTR,K36,8,25/04/17,25,10:08:00,10.13333333,17.06,12.4,12.74,,,2.097833555,0.914929175,,25.17,,,2.018534361,0.626831716,,0.573506625,,,1,0,F,,1,0,2,10
CTR-58,Tel 1,8,59V66728,CTR,K36,8,25/04/17,25,10:09:00,10.15,16.46,11.9,12.21,11.99,0.025948873,2.076969342,2.421533068,0.225465831,25.66,25.6,0.003314563,1.970580571,0.796729585,0.057526297,1.929307037,2.1912149,0.169035749,2,0,F,0.0025,1,1,3,10
CTR-58,Tel 1,8,59V66728,CTR,K36,8,25/04/17,25,10:09:00,10.15,16.46,11.9,11.77,,,2.076969342,3.340101327,,25.54,,,1.970580571,0.734445612,,2.453122764,,,2,0,F,0.0025,1,1,3,10
CTR-59,Tel 1,8,59V66729,CTR,K36,8,25/04/17,25,10:11:00,10.18333333,17.58,12.6,11.97,11.865,0.012515164,2.097833555,1.618643353,0.109797394,25.01,25.11,0.005632073,2.018534361,0.560202676,0.099167337,0.906768337,1.062984924,0.207833254,1,0,M,0.0037,1,0,1,10
CTR-59,Tel 1,8,59V66729,CTR,K36,8,25/04/17,25,10:11:00,10.18333333,17.58,12.6,11.76,,,2.097833555,1.891137401,,25.21,,,2.018534361,0.644692189,,1.219201511,,,1,0,M,0.0037,1,0,1,10
CTR-60,Tel 1,8,59V66730,CTR,K36,8,25/04/17,25,10:12:00,10.2,16.37,11.2,11.08,11.01,0.008991367,2.076969342,5.530780224,0.072293307,24.55,24.67,0.006879028,2.002186402,0.494279871,0.11754459,2.733753337,3.155548322,0.189034718,1,0,F,0.0032,1,0,9,10
CTR-60,Tel 1,8,59V66730,CTR,K36,8,25/04/17,25,10:12:00,10.2,16.37,11.2,10.94,,,2.076969342,6.126699974,,24.79,,,2.002186402,0.583893992,,3.577343306,,,1,0,F,0.0032,1,0,9,10
CTR-61,Tel 1,8,59V66731,CTR,K36,8,25/04/17,25,10:14:00,10.23333333,16.58,11.7,12.54,12.41,0.014814485,2.097833555,1.06106425,0.135794093,24.99,25.105,0.006478174,2.018534361,0.55238828,0.113982135,0.586119456,0.710673607,0.247858043,1,0,F,0.0011,1,0,4,10
CTR-61,Tel 1,8,59V66731,CTR,K36,8,25/04/17,25,10:14:00,10.23333333,16.58,11.7,12.28,,,2.097833555,1.286477365,,25.22,,,2.018534361,0.649236264,,0.835227758,,,1,0,F,0.0011,1,0,4,10
CTR-38,Tel 2,15,59V66722,CTR,K36,8,02/05/17,32,09:26:00,9.433333333,20.4,15.2,14.02,14.045,0.00251729,1.97540797,0.701872882,0.024066705,27.31,27.385,0.003873143,2.051129172,2.599864447,0.076123168,1.824774353,1.89457667,0.052104191,3,0,F,0.0026,1,0,9,10
CTR-38,Tel 2,15,59V66722,CTR,K36,8,02/05/17,32,09:26:00,9.433333333,20.4,15.2,14.07,,,1.97540797,0.678384042,,27.46,,,2.051129172,2.895673934,,1.964378987,,,3,0,F,0.0026,1,0,9,10
CTR-37,Tel 2,15,59V66723,CTR,K36,8,02/05/17,32,09:23:00,9.383333333,19.75,15.9,11.89,11.775,0.013811852,2.097833555,1.717484595,0.120206039,25.46,25.36,0.005576552,2.018534361,0.768442622,0.099167337,1.319788364,1.339840156,0.02116485,1,0,F,0.0051,1,0,3,10
CTR-37,Tel 2,15,59V66723,CTR,K36,8,02/05/17,32,09:23:00,9.383333333,19.75,15.9,11.66,,,2.097833555,2.036573961,,25.26,,,2.018534361,0.667735115,,1.359891948,,,1,0,F,0.0051,1,0,3,10
CTR-34,Tel 2,15,59V66724,CTR,K36,8,02/05/17,32,09:09:00,9.15,19.57,14.9,13.81,13.88,0.007132201,2.007917687,0.631230104,0.068954481,25.67,25.745,0.004119869,2.051129172,0.800354086,0.076123168,0.505207593,0.507788359,0.007187551,3,0,,0.0028,1,0,10,10
CTR-34,Tel 2,15,59V66724,CTR,K36,8,02/05/17,32,09:09:00,9.15,19.57,14.9,13.95,,,2.007917687,0.572536628,,25.82,,,2.051129172,0.891417423,,0.510369125,,,3,0,,0.0028,1,0,10,10
CTR-30,Tel 2,15,59V66725,CTR,K36,8,02/05/17,32,08:56:00,8.933333333,20.06,15.6,13.95,14.015,0.006558964,2.007917687,0.572536628,0.064036154,26.7,26.755,0.002907185,2.051129172,1.677393548,0.055848604,0.960369246,0.954831373,0.008202217,3,0,M,0.0017,1,1,5,10
CTR-30,Tel 2,15,59V66725,CTR,K36,8,02/05/17,32,08:56:00,8.933333333,20.06,15.6,14.08,,,2.007917687,0.522933312,,26.81,,,2.051129172,1.815324209,,0.949293501,,,3,0,M,0.0017,1,1,5,10
CTR-32,Tel 2,15,59V66726,CTR,K36,8,02/05/17,32,09:02:00,9.033333333,19.6,15.3,13.52,13.415,0.011069133,2.007917687,0.772652146,0.103329338,26.74,26.7,0.002118672,2.051129172,1.726293712,0.040627119,1.333824541,1.395842409,0.062834106,3,0,F,0.002,1,0,8,10
CTR-32,Tel 2,15,59V66726,CTR,K36,8,02/05/17,32,09:02:00,9.033333333,19.6,15.3,13.31,,,2.007917687,0.894459447,,26.66,,,2.051129172,1.629878563,,1.457860278,,,3,0,F,0.002,1,0,8,10
CTR-35,Tel 2,15,59V66727,CTR,K36,8,02/05/17,32,09:15:00,9.25,20.25,16.3,12.48,12.53,0.00564331,2.076969342,1.98785307,0.05166013,26.11,26.075,0.001898273,1.970580571,1.08113103,0.033569226,2.149129638,2.027071467,0.085155518,2,0,F,,1,0,1,10
CTR-35,Tel 2,15,59V66727,CTR,K36,8,02/05/17,32,09:15:00,9.25,20.25,16.3,12.58,,,2.076969342,1.847741752,,26.04,,,1.970580571,1.030995427,,1.905013296,,,2,0,F,,1,0,1,10
CTR-36,Tel 2,15,59V66728,CTR,K36,8,02/05/17,32,09:19:00,9.316666667,18.84,15.6,13.07,13.06,0.001082859,2.076969342,1.291518199,0.010336441,26.54,26.405,0.007230405,1.970580571,1.447284254,0.129144833,1.869193952,1.724243159,0.118887743,2,0,F,0.0025,1,1,6,10
CTR-36,Tel 2,15,59V66728,CTR,K36,8,02/05/17,32,09:19:00,9.316666667,18.84,15.6,13.05,,,2.076969342,1.310536532,,26.27,,,1.970580571,1.205073133,,1.579292365,,,2,0,F,0.0025,1,1,6,10
CTR-31,Tel 2,15,59V66729,CTR,K36,8,02/05/17,32,08:59:00,8.983333333,20.04,16.2,13.17,13.46,0.030469683,2.007917687,0.986154775,0.282063235,26.34,26.385,0.002411962,2.002186402,1.712639646,0.044166782,1.688927765,1.444426043,0.239387578,3,0,M,0.0037,1,0,2,10
CTR-31,Tel 2,15,59V66729,CTR,K36,8,02/05/17,32,08:59:00,8.983333333,20.04,16.2,13.75,,,2.007917687,0.658191784,,26.43,,,2.002186402,1.823061833,,1.19992432,,,3,0,M,0.0037,1,0,2,10
CTR-33,Tel 2,15,59V66730,CTR,K36,8,02/05/17,32,09:06:00,9.1,19.66,15.4,12.18,12.075,0.012297509,2.007917687,1.96636225,0.103329338,25.77,25.785,0.000822695,2.051129172,0.859966369,0.015238773,1.691005405,1.845621133,0.118474835,3,0,F,0.0032,1,0,7,10
CTR-33,Tel 2,15,59V66730,CTR,K36,8,02/05/17,32,09:06:00,9.1,19.66,15.4,11.97,,,2.007917687,2.276355925,,25.8,,,2.051129172,0.878701278,,2.00023686,,,3,0,F,0.0032,1,0,7,10
CTR-29,Tel 2,15,59V66731,CTR,K36,8,02/05/17,32,08:53:00,8.883333333,19.57,15.9,12.6,12.53,0.007900634,2.017152285,1.728606635,0.069407637,26.02,25.98,0.002177388,1.970580571,1.017102812,0.038362624,1.758170668,1.797686337,0.031086399,2,0,F,0.0011,1,0,4,10
CTR-29,Tel 2,15,59V66731,CTR,K36,8,02/05/17,32,08:53:00,8.883333333,19.57,15.9,12.46,,,2.017152285,1.907039074,,25.94,,,1.970580571,0.963379319,,1.837202006,,,2,0,F,0.0011,1,0,4,10
LAN-81,Tel 1,8,59V66757,LAN,K40,11,27/04/17,27,08:52:00,8.866666667,14.15,7.5,11.87,11.895,0.002972286,2.017152285,2.885063768,0.024805829,26,26.025,0.001358514,1.970580571,1.003397399,0.023980225,2.894865481,2.893175971,0.000825849,2,0,M,0.0027,1,0,2,7
LAN-81,Tel 1,8,59V66757,LAN,K40,11,27/04/17,27,08:52:00,8.866666667,14.15,7.5,11.92,,,2.017152285,2.785598259,,26.05,,,1.970580571,1.038012733,,2.891486462,,,2,0,M,0.0027,1,0,2,7
LAN-82,Tel 1,8,59V66758,LAN,K40,11,27/04/17,27,08:54:00,8.9,13.82,8.5,13.7,13.88,0.018339945,2.007917687,0.681537493,0.176526754,26.79,26.81,0.00105499,2.051129172,1.789428455,0.020317752,1.219562583,1.098057192,0.156489636,3,0,M,0.0026,1,0,1,7
LAN-82,Tel 1,8,59V66758,LAN,K40,11,27/04/17,27,08:54:00,8.9,13.82,8.5,14.06,,,2.007917687,0.53027509,,26.83,,,2.051129172,1.841594714,,0.976551802,,,3,0,M,0.0026,1,0,1,7
LAN-83,Tel 1,8,59V66759,LAN,K40,11,27/04/17,27,08:57:00,8.95,13.22,7.3,12.8,12.755,0.004989385,2.007917687,1.276324385,0.044348512,25.95,26.135,0.010010695,2.051129172,0.978678865,0.186853306,1.249111701,1.492028571,0.230247825,3,0,F,0.0053,1,0,3,7
LAN-83,Tel 1,8,59V66759,LAN,K40,11,27/04/17,27,08:57:00,8.95,13.22,7.3,12.71,,,2.007917687,1.35896477,,26.32,,,2.051129172,1.276666974,,1.734945442,,,3,0,F,0.0053,1,0,3,7
LAN-84,Tel 1,8,59V66760,LAN,K40,11,27/04/17,27,08:59:00,8.983333333,11.81,5.5,12.81,12.745,0.007212545,2.076969342,1.561824936,0.06713756,25.73,25.915,0.010095679,2.018534361,0.928904795,0.182733883,1.450786672,1.759827479,0.248348038,1,0,,,0,0,7,7
LAN-84,Tel 1,8,59V66760,LAN,K40,11,27/04/17,27,08:59:00,8.983333333,11.81,5.5,12.68,,,2.076969342,1.717506003,,26.1,,,2.018534361,1.204577034,,2.068868287,,,1,0,,,0,0,7,7
LAN-85,Tel 1,8,59V66761,LAN,K40,11,27/04/17,27,09:02:00,9.033333333,13.38,6.3,12.52,12.375,0.016570583,2.007917687,1.551421909,0.142462781,25.6,25.545,0.003044891,2.002186402,1.024596004,0.053972955,1.589580689,1.696119458,0.088831344,3,0,M,0.003,1,0,5,7
LAN-85,Tel 1,8,59V66761,LAN,K40,11,27/04/17,27,09:02:00,9.033333333,13.38,6.3,12.23,,,2.007917687,1.899005545,,25.49,,,2.002186402,0.94926433,,1.802658226,,,3,0,M,0.003,1,0,5,7
LAN-86,Tel 1,8,59V66762,LAN,K40,11,27/04/17,27,09:03:00,9.05,12.91,6,12.68,12.785,0.011614581,2.097833555,0.956519302,0.109797394,26.3,26.39,0.004823009,2.002186402,1.665734624,0.088247491,1.59330732,1.569278117,0.021654814,1,0,F,0.0034,1,0,6,7
LAN-86,Tel 1,8,59V66762,LAN,K40,11,27/04/17,27,09:03:00,9.05,12.91,6,12.89,,,2.097833555,0.818694405,,26.48,,,2.002186402,1.887455079,,1.545248913,,,1,0,F,0.0034,1,0,6,7
LAN-87,Tel 1,8,59V66763,LAN,K40,11,27/04/17,27,09:05:00,9.083333333,12.81,7.1,15.2,15.12,0.007482611,1.97540797,0.314328266,0.076944832,27.7,27.605,0.004866882,2.051129172,3.440550839,0.096366397,1.08146238,1.066757949,0.019493838,3,0,F,0.0026,1,0,4,7
